timestamp,emotion,reason
2025-07-12 19:25:23,neutral,Webcam: Calm and composed.
2025-07-12 19:25:23,No_Detection,No hand found in webcam frame
2025-07-12 19:25:24,neutral,Webcam: Calm and composed.
2025-07-12 19:25:24,No_Detection,No hand found in webcam frame
2025-07-12 19:25:24,No_Detection,No hand found in webcam frame
2025-07-12 19:25:25,neutral,Webcam: Calm and composed.
2025-07-12 19:25:25,No_Detection,No hand found in webcam frame
2025-07-12 19:25:25,neutral,Webcam: Calm and composed.
2025-07-12 19:25:25,No_Detection,No hand found in webcam frame
2025-07-12 19:25:26,No_Detection,No hand found in webcam frame
2025-07-12 19:25:26,neutral,Webcam: Calm and composed.
2025-07-12 19:25:26,No_Detection,No hand found in webcam frame
2025-07-12 19:25:27,neutral,Webcam: Calm and composed.
2025-07-12 19:25:27,No_Detection,No hand found in webcam frame
2025-07-12 19:25:28,No_Detection,No hand found in webcam frame
2025-07-12 19:25:28,fear,Webcam: Feeling of apprehension or anxiety.
2025-07-12 19:25:28,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:25:29,fear,Webcam: Feeling of apprehension or anxiety.
2025-07-12 19:25:29,No_Detection,No hand found in webcam frame
2025-07-12 19:25:29,No_Detection,No hand found in webcam frame
2025-07-12 19:25:29,surprise,Webcam: Unexpected event or discovery.
2025-07-12 19:25:30,No_Detection,No hand found in webcam frame
2025-07-12 19:25:30,surprise,Webcam: Unexpected event or discovery.
2025-07-12 19:25:30,No_Detection,No hand found in webcam frame
2025-07-12 19:25:31,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:25:31,fear,Webcam: Feeling of apprehension or anxiety.
2025-07-12 19:25:31,Neutral,Sign detected: Open Hand (webcam)
2025-07-12 19:25:32,surprise,Webcam: Unexpected event or discovery.
2025-07-12 19:25:32,Neutral,Sign detected: Open Hand (webcam)
2025-07-12 19:25:33,Neutral,Sign detected: Open Hand (webcam)
2025-07-12 19:25:33,surprise,Webcam: Unexpected event or discovery.
2025-07-12 19:25:33,Neutral,Sign detected: Open Hand (webcam)
2025-07-12 19:25:34,fear,Webcam: Feeling of apprehension or anxiety.
2025-07-12 19:25:34,Neutral,Sign detected: Open Hand (webcam)
2025-07-12 19:25:34,Neutral,Sign detected: Open Hand (webcam)
2025-07-12 19:25:34,fear,Webcam: Feeling of apprehension or anxiety.
2025-07-12 19:25:35,Neutral,Sign detected: Open Hand (webcam)
2025-07-12 19:25:35,fear,Webcam: Feeling of apprehension or anxiety.
2025-07-12 19:25:35,Neutral,Sign detected: Open Hand (webcam)
2025-07-12 19:25:36,Neutral,Sign detected: Open Hand (webcam)
2025-07-12 19:25:36,neutral,Webcam: Calm and composed.
2025-07-12 19:25:36,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:25:37,neutral,Webcam: Calm and composed.
2025-07-12 19:25:37,No_Detection,No hand found in webcam frame
2025-07-12 19:25:38,No_Detection,No hand found in webcam frame
2025-07-12 19:25:38,neutral,Webcam: Calm and composed.
2025-07-12 19:25:38,No_Detection,No hand found in webcam frame
2025-07-12 19:25:39,neutral,Webcam: Calm and composed.
2025-07-12 19:25:39,No_Detection,No hand found in webcam frame
2025-07-12 19:25:39,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:25:39,neutral,Webcam: Calm and composed.
2025-07-12 19:25:40,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:25:40,neutral,Webcam: Calm and composed.
2025-07-12 19:25:40,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:25:41,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:25:41,neutral,Webcam: Calm and composed.
2025-07-12 19:25:41,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:25:42,neutral,Webcam: Calm and composed.
2025-07-12 19:25:42,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:25:43,neutral,Webcam: Calm and composed.
2025-07-12 19:25:43,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:26:09,fear,Webcam: Feeling of apprehension or anxiety.
2025-07-12 19:26:09,No_Detection,No hand found in webcam frame
2025-07-12 19:26:10,No_Detection,No hand found in webcam frame
2025-07-12 19:26:10,neutral,Webcam: Calm and composed.
2025-07-12 19:26:10,No_Detection,No hand found in webcam frame
2025-07-12 19:26:11,No_Detection,No hand found in webcam frame
2025-07-12 19:26:11,neutral,Webcam: Calm and composed.
2025-07-12 19:26:11,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:26:12,neutral,Webcam: Calm and composed.
2025-07-12 19:26:12,No_Detection,No hand found in webcam frame
2025-07-12 19:26:12,No_Detection,No hand found in webcam frame
2025-07-12 19:26:13,neutral,Webcam: Calm and composed.
2025-07-12 19:26:13,No_Detection,No hand found in webcam frame
2025-07-12 19:26:14,neutral,Webcam: Calm and composed.
2025-07-12 19:26:14,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:26:14,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:26:14,neutral,Webcam: Calm and composed.
2025-07-12 19:26:15,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:26:15,neutral,Webcam: Calm and composed.
2025-07-12 19:26:15,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:26:16,neutral,Webcam: Calm and composed.
2025-07-12 19:26:16,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:26:16,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:26:17,neutral,Webcam: Calm and composed.
2025-07-12 19:26:17,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:26:18,neutral,Webcam: Calm and composed.
2025-07-12 19:26:18,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:26:18,Neutral,Sign detected: Other Gesture (webcam)
2025-07-12 19:26:19,neutral,Webcam: Calm and composed.
2025-07-12 19:26:19,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:26:19,neutral,Webcam: Calm and composed.
2025-07-12 19:26:19,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:26:20,neutral,Webcam: Calm and composed.
2025-07-12 19:26:20,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:26:21,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:26:21,neutral,Webcam: Calm and composed.
2025-07-12 19:26:21,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:26:22,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:26:22,neutral,Webcam: Calm and composed.
2025-07-12 19:26:22,Happy,Sign detected: Thumbs Up (webcam)
2025-07-12 19:26:23,neutral,Webcam: Calm and composed.
